Last Updated: 7/7/2026 2:06:00 AM
PRODUCT	INCI	PRODUCT_ID
Candle Fragrance Oil: Hugo Boss Type	Fragrance	cfohugo
Candle Fragrance Oil: Hyacinth	Fragrance	cfohyacinth
Candle Fragrance Oil: Jack Frost	Fragrance	cfojackfrost
Candle Fragrance Oil: Jasmine	Fragrance	cfojasmine
Candle Fragrance Oil: Jasmine Neroli	Fragrance	cfojasner
Candle Fragrance Oil: Jasmine Tea	Fragrance	cfojasminetea
Candle Fragrance Oil: Jasmine Tuberose BBW Type	Fragrance	cfojastubbbw
Candle Fragrance Oil: Jovan Musk Type	Fragrance	cfojovan
Candle Fragrance Oil: Juniper Berries	Fragrance	cfojuniper
Candle Fragrance Oil: Kiss of Honey	Fragrance	cfokisshoney
Candle Fragrance Oil: Kiss the Bride	Fragrance	cfokissbride
Candle Fragrance Oil: Kitchen Herb BBW Type	Fragrance	cfokitchenherb
Candle Fragrance Oil: Kitchen Lemon BBW Type	Fragrance	cfokitchenlemon
Candle Fragrance Oil: Kiwi	Fragrance	cfokiwi
Candle Fragrance Oil: Kiwi Strawberry	Fragrance	cfokiwistraw
Candle Fragrance Oil: Lavender	Fragrance	cfolaven
Candle Fragrance Oil: Lavender Amber	Fragrance	cfolavamber
Candle Fragrance Oil: Lavender Vanilla BBW Type	Fragrance	cfolavendervan
Candle Fragrance Oil: Leather	Fragrance	cfoleather
Candle Fragrance Oil: Lemon	Fragrance	cfolemon
Candle Fragrance Oil: Lemon Parsley	Fragrance	cfolemonparsley
Candle Fragrance Oil: Lemon Sugar Fresh Type	Fragrance	cfolemsugfresh
Candle Fragrance Oil: Lemon Sunshine	Fragrance	cfolemsunshine
Candle Fragrance Oil: Lemon Verbena Mint	Fragrance	cfolemverbmint
Candle Fragrance Oil: Lilac	Fragrance	cfolilac
Candle Fragrance Oil: Lily of the Valley	Fragrance	cfolotv
Candle Fragrance Oil: Lily of the Valley Crabtree & Evelyn Type	Fragrance	cfolilyvalce
Candle Fragrance Oil: Lime	Fragrance	cfolime
Candle Fragrance Oil: Linden Blossom	Fragrance	cfolindblossom
Candle Fragrance Oil: Loganberry	Fragrance	cfologanberry
Candle Fragrance Oil: Lotus Blossom	Fragrance	cfolotusblossom
Candle Fragrance Oil: Love Birds	Fragrance	cfolovebirds
Candle Fragrance Oil: Love Spell Victoria's Secret Type	Fragrance	cfolovespvs
Candle Fragrance Oil: Magnolia	Fragrance	cfomagnol
Candle Fragrance Oil: Magnolia L'Occitane Type	Fragrance	cfomagloccitane
Candle Fragrance Oil: Mahogany Suede	Fragrance	cfomahsuede
Candle Fragrance Oil: Mandarin	Fragrance	cfomand
Candle Fragrance Oil: Mandarin Cranberry Yankee Type	Fragrance	cfomandcran
Candle Fragrance Oil: Mango	Fragrance	cfomango
Candle Fragrance Oil: Mango & Kiwi	Fragrance	cfomanandkiw
Candle Fragrance Oil: Mango Sorbet	Fragrance	cfomangosorbet
Candle Fragrance Oil: Mango Tea	Fragrance	cfomangotea
Candle Fragrance Oil: Maple	Fragrance	cfomaple
Candle Fragrance Oil: Meditation	Fragrance	cfomeditation
Candle Fragrance Oil: Melon Blossom	Fragrance	cfomelonblossom
Candle Fragrance Oil: Men's Neutrogena Shave Gel Type	Fragrance	cfoneutroshave
Candle Fragrance Oil: Miami Glo JLO Type	Fragrance	cfomiamiglo
Candle Fragrance Oil: Midnight Lotus	Fragrance	cfomidlotus
Candle Fragrance Oil: Milk Chocolate	Fragrance	cfomchocolate
Candle Fragrance Oil: Mimosa	Fragrance	cfomimosa
Candle Fragrance Oil: Minty Lime	Fragrance	cfomintylime
Candle Fragrance Oil: Moroccan Mint Tea	Fragrance	cfomorocminttea
Candle Fragrance Oil: Mountain Air	Fragrance	cfomountainair
Candle Fragrance Oil: Mountain Rain	Fragrance	cfomtnrain
Candle Fragrance Oil: Mulberry	Fragrance	cfomulberry
Candle Fragrance Oil: Myrrh	Fragrance	cfomyrrh
Candle Fragrance Oil: Nag Champa	Fragrance	cfonagchampa
Candle Fragrance Oil: Narcissus II	Fragrance	cfonarcissusii
Candle Fragrance Oil: Neroli	Fragrance	cfoneroli
Candle Fragrance Oil: Nutcracker	Fragrance	cfonutcracker
Candle Fragrance Oil: Oakmoss	Fragrance	cfooakmoss
Candle Fragrance Oil: Oatmeal, Milk & Honey	Fragrance	cfooatmilkhoney
Candle Fragrance Oil: Obsession Type for Men	Fragrance	cfoobsession
Candle Fragrance Oil: Obsession Type for Women	Fragrance	cfoobsesswom
Candle Fragrance Oil: Ocean Rain	Fragrance	cfooceanrain
Candle Fragrance Oil: Ocean Water Yankee Type	Fragrance	cfooceanwater
Candle Fragrance Oil: Old Spice Type	Fragrance	cfooldspice
Candle Fragrance Oil: Olive L'Occitane Type	Fragrance	cfoolivelo
Candle Fragrance Oil: Orange	Fragrance	cfoorance
Candle Fragrance Oil: Orange Blossom	Fragrance	cfoorancebl
Candle Fragrance Oil: Orange Pine Wreath	Fragrance	cfoorangepinewreath
Candle Fragrance Oil: Orange Sherbet	Fragrance	cfoorangesherb
Candle Fragrance Oil: Orange Vanilla	Fragrance	cfoorangevan
Candle Fragrance Oil: Oriental Woods	Fragrance	cfoorientwoods
Candle Fragrance Oil: Osmanthus	Fragrance	cfoosmanthus
Candle Fragrance Oil: Pacific Surge Old Spice Type	Fragrance	cfopacsurge
Candle Fragrance Oil: Papaya	Fragrance	cfopapaya
Candle Fragrance Oil: Papaya Milk	Fragrance	cfopapayamilk
Candle Fragrance Oil: Passion Fruit	Fragrance	cfopassion
Candle Fragrance Oil: Passionate Kisses Victoria's Secret Type	Fragrance	cfopasskissvs
Candle Fragrance Oil: Patchouli	Fragrance	cfopatch
Candle Fragrance Oil: Patchouli Musk	Fragrance	cfopmusk
Candle Fragrance Oil: Peace	Fragrance	cfopeace
Candle Fragrance Oil: Peach	Fragrance	cfopeach
Candle Fragrance Oil: Peach Orchard	Fragrance	cfopeachorchard
Candle Fragrance Oil: Peaches & Cream	Fragrance	cfopeachescream
Candle Fragrance Oil: Pear	Fragrance	cfopear
Candle Fragrance Oil: Pear Quince	Fragrance	cfopearquince
Candle Fragrance Oil: Pearberry	Fragrance	cfopearberry
Candle Fragrance Oil: Pears and Aloe Vera	Fragrance	cfopearsaloe
Candle Fragrance Oil: Peony II	Fragrance	cfopeonyii
Candle Fragrance Oil: Peppermint	Fragrance	cfopepper
Candle Fragrance Oil: Perismmon Archipelago Type	Fragrance	cfopersimarch
Candle Fragrance Oil: Pikaki	Fragrance	cfopikaki
Candle Fragrance Oil: Pina Colada	Fragrance	cfopinacolada
Candle Fragrance Oil: Pinaud Type	Fragrance	cfopinaud
Candle Fragrance Oil: Pinaud Type II	Fragrance	cfopinaud2
Candle Fragrance Oil: Pineapple	Fragrance	cfopineapple
Candle Fragrance Oil: Pink Sugar Aquolina Type	Fragrance	cfopinksugaquo
Candle Fragrance Oil: Pink Victoria's Secret Type	Fragrance	cfopinkvstype
Candle Fragrance Oil: Plumeria BBW Type	Fragrance	cfoplumeria
Candle Fragrance Oil: Plumeria Original	Fragrance	cfoplumeriaoriginal
Candle Fragrance Oil: Polo Sport for Men Type	Fragrance	cfopolosportmen
Candle Fragrance Oil: Pomegranate	Fragrance	cfopomegrant
Candle Fragrance Oil: Pumpkin Pie	Fragrance	cfopumpkinpie
Candle Fragrance Oil: Pure Serenity	Fragrance	cfopureseren
Candle Fragrance Oil: Rain Orchid	Fragrance	cforainorchid
Candle Fragrance Oil: Rainflower	Fragrance	cforainflower
Candle Fragrance Oil: Raisins & Almonds	Fragrance	cforaisalm
Candle Fragrance Oil: Raspberry	Fragrance	cforaspber
Candle Fragrance Oil: Raspberry Ginger	Fragrance	cforaspginger
Candle Fragrance Oil: Raspberry Truffles	Fragrance	cforasptruffle
Candle Fragrance Oil: Red Licorice	Fragrance	cforedlicorice
Candle Fragrance Oil: Red Rose	Fragrance	cforose
Candle Fragrance Oil: Rice Flower & Shea BBW Type	Fragrance	cforiceflwshea
Candle Fragrance Oil: Roasted Nuts	Fragrance	cforoastnuts
Candle Fragrance Oil: Roman Chamomile	Fragrance	cforomcham
Candle Fragrance Oil: Romance	Fragrance	cforomance
Candle Fragrance Oil: Rose	Fragrance	cforosefema
Candle Fragrance Oil: Rose Geranium White Barn Type	Fragrance	cforosegerwbarn
Candle Fragrance Oil: Rosemary Williams Sonoma Type	Fragrance	cforosemarywstype
Candle Fragrance Oil: Rosewood	Fragrance	cforosewd
Candle Fragrance Oil: Sage & Citrus Yankee Type	Fragrance	cfosagecityank
Candle Fragrance Oil: Sandalwood	Fragrance	cfosandal
Candle Fragrance Oil: Sands of Morocco	Fragrance	cfosandsofmorocco
Candle Fragrance Oil: Sassafras	Fragrance	cfosassafras
Candle Fragrance Oil: Sea Moss	Fragrance	cfoseamoss
Candle Fragrance Oil: Sea Scape	Fragrance	cfoseascape
Candle Fragrance Oil: Secret Wonderland BBW Type	Fragrance	cfosecwonbbw
Candle Fragrance Oil: Sesame	Fragrance	cfosesame
Candle Fragrance Oil: Siberian Pine	Fragrance	cfosiberian
Candle Fragrance Oil: Snowberry	Fragrance	cfosnowberry
Candle Fragrance Oil: Somalian Rose	Fragrance	cfosomalrose
Candle Fragrance Oil: Spanish Moss	Fragrance	cfospanishmoss
Candle Fragrance Oil: Spice	Fragrance	cfospice
Candle Fragrance Oil: Spiced Mulberries	Fragrance	cfospicemulb
Candle Fragrance Oil: Spiced Plum	Fragrance	cfospiceplum
Candle Fragrance Oil: Spicy Carnation	Fragrance	cfospcarn
Candle Fragrance Oil: Spirit of Christmas	Fragrance	cfosoc
Candle Fragrance Oil: Stargazer Lily	Fragrance	cfpstargazerlily
Candle Fragrance Oil: Stephanotis	Fragrance	cfostephanotis
Candle Fragrance Oil: Strawberry	Fragrance	cfostraw
Candle Fragrance Oil: Sugar Cookie	Fragrance	cfosugcook
Candle Fragrance Oil: Sugar Plum	Fragrance	cfosugarplum
Candle Fragrance Oil: Summer Hill Crabtree & Evelyn Type	Fragrance	cfosummerhill
Candle Fragrance Oil: Sun Ripened Pear	Fragrance	cfosunripepear
Candle Fragrance Oil: Sun Ripened Raspberry	Fragrance	cfosunriprasp
Candle Fragrance Oil: Sunflower Days Yankee Type	Fragrance	cfosunflwdays
Candle Fragrance Oil: Suntan Lotion	Fragrance	cfosuntan
Candle Fragrance Oil: Sweet Cinnamon Pumpkin	Fragrance	cfoswcinnpump
Candle Fragrance Oil: Sweet Clove	Fragrance	cfosweetclove
Candle Fragrance Oil: Sweet Grass	Fragrance	cfosweetgrs
Candle Fragrance Oil: Sweet Pea	Fragrance	cfosweetpea
Candle Fragrance Oil: Sweet Rain	Fragrance	cfosweetrain
Candle Fragrance Oil: Sweet Sage Bush	Fragrance	cfosweetsagebush
Candle Fragrance Oil: Tangerine	Fragrance	cfotanger
Candle Fragrance Oil: Tea Rose	Fragrance	cfotearose
Candle Fragrance Oil: Tea Verte L'Occitane Type	Fragrance	cfoteavertelo
Candle Fragrance Oil: Thai Coconut	Fragrance	cfothaicoconut
Candle Fragrance Oil: Timber	Fragrance	cfotimber
Candle Fragrance Oil: Toasted Hazelnut BBW Type	Fragrance	cfotoastedhazelbbw
Candle Fragrance Oil: Tomato Leaf	Fragrance	cfotomatoleaf
Candle Fragrance Oil: Tonka Bean	Fragrance	cfotonkabean
Candle Fragrance Oil: Tropical Paradise	Fragrance	cfotropparadise
Candle Fragrance Oil: Tsunami Axe Type	Fragrance	cfotsunami
Candle Fragrance Oil: Tuberose	Fragrance	cfotuber
Candle Fragrance Oil: Vanilla	Fragrance	cfovanilla
Candle Fragrance Oil: Vanilla Bean	Fragrance	cfovanillabean
Candle Fragrance Oil: Vanilla Buttercream	Fragrance	cfovanilllabuttercream
Candle Fragrance Oil: Vanilla Chamomile	Fragrance	cfovancham
Candle Fragrance Oil: Vanilla Flower Henri Bendel Type	Fragrance	cfovanflowerhb
Candle Fragrance Oil: Vanilla Frappuccino	Fragrance	cfovanfrapp
Candle Fragrance Oil: Vanilla Lace Victoria's Secret Type	Fragrance	cfovanillalacevstype
Candle Fragrance Oil: Vanilla Musk	Fragrance	cfovanmusk
Candle Fragrance Oil: Vanilla Non-Browning	Fragrance	cfovanillanb
Candle Fragrance Oil: Vanilla Pear	Fragrance	cfovanillapr
Candle Fragrance Oil: Vanilla Pumpkin	Fragrance	cfovanpump
Candle Fragrance Oil: Vanilla Sandalwood	Fragrance	cfovansandalwood
Candle Fragrance Oil: Vanilla, Tahitian	Fragrance	cfotahvanilla
Candle Fragrance Oil: Verbena	Fragrance	cfoverbena
Candle Fragrance Oil: Very Sexy Type for Her	Fragrance	cfoverysexyher
Candle Fragrance Oil: Very Sexy Type For Him	Fragrance	cfoverysexyhim
Candle Fragrance Oil: Vetiver	Fragrance	cfovetiver
Candle Fragrance Oil: Vetyver BBW Type	Fragrance	cfovetyverbbw
Candle Fragrance Oil: Vineyard Yankee Type	Fragrance	cfovineyard
Candle Fragrance Oil: Violet	Fragrance	cfoviolet
Candle Fragrance Oil: Warm Vanilla Sugar BBW Type	Fragrance	cfowarmvansugarbbw
Candle Fragrance Oil: Watermelon	Fragrance	cfowatermelon
Candle Fragrance Oil: Watermelon Candy	Fragrance	cfowatermelonjolly
Candle Fragrance Oil: Wedding Bells	Fragrance	cfowedbell
Candle Fragrance Oil: Wedding Bouquet	Fragrance	cfoweddbouq
Candle Fragrance Oil: Wedding Day Yankee Type	Fragrance	cfoweddayyank
Candle Fragrance Oil: White Chocolate	Fragrance	cfowhitechoc
Candle Fragrance Oil: White Musk	Fragrance	cfowhitemusk
Candle Fragrance Oil: White Musk, Body Shop Type	Fragrance	cfowhitemuskbs
Candle Fragrance Oil: White Opal CR Yankee Type	Fragrance	cfowhiteopal
Candle Fragrance Oil: White Peach	Fragrance	cfowhitepeach
Candle Fragrance Oil: White Rose	Fragrance	cfowhiterose
Candle Fragrance Oil: White Tea & Ginger BBW Type	Fragrance	cfowteagingerbbw
Candle Fragrance Oil: Wild Berry Preserves	Fragrance	cfobrampres
Candle Fragrance Oil: Wild Cherry	Fragrance	cfowildcherr
Candle Fragrance Oil: Wild Flower	Fragrance	cfowildfl
Candle Fragrance Oil: Wine & Roses	Fragrance	cfowinerose
Candle Fragrance Oil: Winter Apple Candy BBW Type	Fragrance	cfowintcandbbw
Candle Fragrance Oil: Winter Pagoda	Fragrance	cfowinterpagoda
Candle Fragrance Oil: Wisteria	Fragrance	cfowister
Candle Fragrance Oil: Witch's Brew	Fragrance	cfowitchbrew
Candle Fragrance Oil: With This Ring	Fragrance	cfowithring
Candle Fragrance Oil: Ylang Ylang	Fragrance	cfoylang
CBD Isolate Powder	Cannabidiol (CBD) from Cannabis Sativa	cbdisolatepwdus1042
CBD Isolate, 10% in Fractionated Coconut Oil	Cocos Nucifera (Coconut) Oil and Cannabidiol (CBD) from Cannabis Sativa (Industrial Hemp)	isocbd10fcoous1042
CBD Isolate, 5% in Fractionated Coconut Oil	Cocos Nucifera (Coconut) Oil and Cannabidiol (CBD) from Cannabis Sativa (Industrial Hemp)	isocbd5fcoous1042
Citric Acid	Citric Acid	othcitric
Clay: Amazonian Red	Montmorillonite (Red Clay)	clayamzredsfbr972
Clay: Bentonite	Bentonite	claybent34us35
Clay: Bentonite (Sodium)	Bentonite	claybent200us35
Clay: Bentonite (Sodium)	Bentonite	claybent200us35_ir
Clay: Dead Sea	Kaolinite (Dead Sea Clay)	othdsc
Clay: French Black	Montmorillonite (Terra Black Clay)	clayfrblksffr263
Clay: French Green	Montmorillonite (French Green Clay)	clayfrgrnfr263
Clay: Glacial	Bentonite	clayglacialnz944
Clay: Green Illite	Illite (Clay)	claygrillfr263
Clay: Kaolin, Coral	Kaolin (and) Red Iron Oxide	claykaolincorfr263
Clay: Kaolin, Pink	Kaolin (and) Red Iron Oxide	claykaolinpnkfr263
Clay: Kaolin, Pink	Kaolin (white clay) and Red 67	claypinkkao
Clay: Kaolin, Red	Kaolin (and) Illite (and) Red Iron Oxides	claykaolinrdfr263
Clay: Kaolin, White	Kaolin (White Clay)	claychinagb35
Clay: Kaolin, Yellow	Kaolin (and) Illite	claykaolinyellfr263
Clay: Kaolin, Yellow	Kaolinite (Yellow Clay)	clayyelkaolin
Clay: Moroccan Red	Kaolinite	claymoroccan
Clay: Multani Mitti	Solum Fullonum (Fuller's Earth)	claymultani
Clay: Multani Mitti	Solum Fullonum (Fuller's Earth)	claymultaniin408
Clay: Multani Mitti	Solum Fullonum (Fuller's Earth)	claymultaniin408_ir
Clay: Red Illite	Illite (Clay)	clayrdillfr263
Clay: Red Illite	Illite (Clay)	clayrdillfr263_ir
Clay: Rhassoul	Moroccan Lava Clay	clayrhassma718
Clay: Rhassoul	Moroccan Lava Clay	clayrhassma718_ir
Clay: Rhassoul	Moroccan Lava Clay	clayrhassma794
Clay: Rhassoul, Moroccan	Moroccan Lava Clay	clayrhassoul
Clay: Rhassoul, Moroccan	Moroccan Lava Clay	clayrhassfr263
Clay: Rose	Kaolin (White Clay) (and) Iron Oxide	clayroseus35_ir
Clay: Sea	Kaolinite	clayseaus35
Clay: Terracotta	Kaolin (White Clay) (and) Iron Oxide	claytercotsffr263
Clay: Yellow Illite	Illite (Clay)	clayyellillfr263
Clay: Yellow Illite	Illite (Clay)	clayyellillfr263_ir
Cleaning Essential Oil: Ammi Visnaga, Morocco	Ammi Visnaga Oil	eoamnivma257clean
Cleaning Essential Oil: Anise	Pimpinella Anisum (Anise) Seed Oil	eoaniseeg51clean
Cleaning Essential Oil: Cinnamon Bark, Organic, Sri Lanka	Cinnamomum zeylanicum Oil	oeocinnbklk278clean
Cleaning Essential Oil: Citronella, Organic, India	Citronella winterianus (Citronella) Oil	oeocitronellain558clean
Cleaning Essential Oil: Cornmint, Organic, India	Mentha arvensis (Cornmint) Oil	oeocornmintin319clean
Cleaning Essential Oil: Eucalyptus Radiata, Organic, Australia	Eucalyptus radiata Oil	oeoeucradau257clean
Cleaning Essential Oil: Grapefruit, Pink	Citrus Paradisi (Grapefruit) Oil	eograpefpnkcpus655clean
Cleaning Essential Oil: Hyssop, England	Hyssopus Officinalis (Hyssop) Oil	eohyssopgbb444clean
Cleaning Essential Oil: Lavandula Super, Organic, France	Lavandula hybrida super (Lavender) Oil	oeolavsupfr257clean
Cleaning Essential Oil: Lemon (CP), USA	Citrus limonium	eolemoncpus655clean
Cleaning Essential Oil: Lemon Myrtle, Organic, Australia	Backhousia citriodora (Lemon Myrtle) Oil	oeolemmyrau257clean
Cleaning Essential Oil: Lime (CP), Mexico	Citrus Aurantifolia (Lime) Oil	eolimecpmx655clean
Cleaning Essential Oil: Melissa (Lemon Balm)	Melissa Officinalis (Lemon Balm) Oil	eolemblmgb444clean
Cleaning Essential Oil: Peppermint, Chocolate var., Organic, Canada	Mentha Piperita v. Chocolat (Chocolate Peppermint) Oil	oeochocpepca4clean
Cleaning Essential Oil: Petitgrain Bigarade, Organic, Paraguay	Citrus Aurantium (Petitgrain) Oil	oeopetitbigpy257clean
Cleaning Essential Oil: Pine, Scotch, Organic	Pinus Sylvestris (Scotch Pine) Oil	oeoscotchpineca4clean
Cleaning Essential Oil: Rosemary, Organic, Tunisia	Rosmarinus Officinalis (Rosemary) Oil	oeorosemtn607_100clean
Cleaning Essential Oil: Spearmint, Organic, India	Mentha Spicata (Spearmint) Oil	oeospearmintin319clean
Cleaning Essential Oil: Tangerine (CP), USA	Citrus Reticulata (Tangerine) Oil	eotangercpus655clean
Cleaning Essential Oil: Tea Tree, Organic, South Africa	Melaleuca alterniflora (Tea Tree) Oil	oeoteatreesa45clean
Cleaning Essential Oil: White Spruce, Organic, Canada	Picea Glauca (White Spruce) Oil	oeowhitespruceca4clean
Clearance: Ayurvedic Herb: Anantmool (Indian Sarsaparilla) Powder	Hemidesmus indicus (Anantmool) Root	ayurherbanantmool
Clearance: Ayurvedic Herb: Ashwagandha Powder	Withania somnifera (Ashwagandha) Root Powder	ayurherbashwa
Clearance: Ayurvedic Herb: Chitrak Powder	Plumbago zeylanica (Chitrak) Root Powder	ayurherbchitrak
Clearance: Ayurvedic Herb: Daruhaldi (Indian Barberry) Powder	Berberis aristata (Daruhaldi) Powder	ayurherbdaruhaldi
Clearance: Ayurvedic Herb: Gotu Kola Powder (Brahmi)	Centella Asiatica (Goto Kola) Powder	ayurherbgotukola
Clearance: Ayurvedic Herb: Haritaki Powder	Terminalia chebula (Haritake) Fruit Powder	ayurherbharitaki
Clearance: Ayurvedic Herb: Tulsi Powder	Ocimum sanctum (Tulsi) Leaf Powder	herbtulsi
Clearance: Butter: Cocoa, Deodorized	Theobroma cacao (Cocoa) Seed Butter Deodorized	butcocoad
Clearance: Butter: Wheatgerm	Triticum vilgare (Wheat) Germ Butter	butterwheat
Clearance: Clay: Montmorillonite, Blue	Montmorillonite (Blue Clay)	claybluemont
Clearance: Clay: Montmorillonite, Red	Montmorillonite (Red Clay)	clayredmon
Clearance: Color Additive: Manganese Violet Red Blue	Manganese Violet	mangredblue
Clearance: Essential Oil: Basil, India	Ocimum Basilicum (Basil) Oil	eobasilind
Clearance: Essential Oil: Basil, India	Ocimum basilicum (Basil) Oil	eobasilindclear
Clearance: Essential Oil: Dill Seed, Hungary	Anethum graveolens (Dill Seed) Oil	eodillsdhu96
Clearance: Essential Oil: Eucalyptus Radiata, Australia	Eucalyptus radiata (Eucalyptus) Oil	eoeucra
Clearance: Essential Oil: Grapefruit Pink, Israel	Citrus paradisi (Grapefruit) Oil	eograpepinkisr
Clearance: Essential Oil: Gurjum Balsam, Indonesia	Dipterocarpus turbinatus (Gurjum Balsam) Oil	eogurjum
Clearance: Herb: Lemon Balm	Melissa officinalis (Lemon Balm) Leaves	herblemonbl
Clearance: Herb: Myrrh Powder	Commiphora molmol (Myrrh) Gum Resin Powder	herbmyrrh
Clearance: Herb: Passion Flower Herb C/S	Passiflora incarnata (Passion) Flower	herbpassion
Clearance: Herb: Rosehips Whole Premium	Rosa canina (Rosehips) Fruit	herbrosehips
Clearance: Herb: Sage Powder	Salvia officinalis (Sage) Powder	herbsage
Clearance: Oil: Pomace Olive	Olea europaea (Olive) Fruit Oil	oilpomacees64
Clearance: Organic Essential Oil: Basil Linalool, Vietnam	Ocimum basilicum (Basil) Oil	oeobasillinvn291
Clearance: Organic Essential Oil: Bergamot (CP), Italy	Citrus aurantium bergamia (Bergamot) Oil	oeobergit257
Clearance: Organic Essential Oil: Citronella, India	Citronella Winterianus (Citronella) Oil	oeocitronellain553
Clearance: Organic Essential Oil: Citronella, India	Citronella Winterianus (Citronella) Oil	oeocitronellain558
Clearance: Organic Essential Oil: Fir, Balsam, Canada	Pinus Balsamea (Balsam Fir) Oil	oeofirbalsamca4
Clearance: Organic Essential Oil: Hyssop, Bulgaria	Hyssopus officinalis (Hyssop) Oil	oeohyssopbg291
Clearance: Organic Essential Oil: Litsea Cubeba, China	Litsea cubeba (Litsea) Oil	oeolitseacn291
Clearance: Organic Essential Oil: Tea Tree, South Africa	Melaleuca Alterniflora (Tea Tree) Oil	oeoteatreesa45
Clearance: Organic Herb: Basil Crushed	Ocimum basilicum (Basil) Leaf	oherbbasilc
Clearance: Organic Herb: Cinnamon Bark Powder	Cinnamomum zeylanicum (Cinnamon) Bark Powder	oherbcinn
Clearance: Organic Herb: Elder Flower	Sambucus nigra (Elder) Flower	oherbelder
Clearance: Organic Herb: Juniper Berries	Juniperus communis (Juniper) Berries	oherbjuniper
Clearance: Organic Herb: Passion Flower	Passiflora incarnata (Passion) Flower	oherbpassion
Clearance: Sea Salt Blend	Sodium Chloride	clseasalt
